53.127,-28.338,0.21948,-13.267,-21.629,-2.8533,-15.942,-8.3704,-30.455,-38.792,-8.7224,-11.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.255,-30.501,-0.24213,-14.255,-27.922,-6.4015,-17.406,-11.604,-27.73,-33.75,-10.796,-7.8533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.2,-35.26,-4.7239,-16.16,-28.001,-6.0761,-22.358,-20.317,-32.893,-34.47,-16.672,-18.65,16.702,-8.2896,6.1127,-0.40121,-10.281,-4.5498,-23.103,-7.3984,1.2873,12.288,-7.853,-15.219,-0.66025,6.2216,5.9417,7.799,7.6067,1.9587,2.116,1.2304,0.46935,7.9194,13.586,3.1208
62.487,-37.948,-0.35621,-17.438,-33.129,-5.9916,-31.412,-12.136,-29.508,-34.308,-10.338,-14.855,5.9028,6.5373,18.51,11.417,12.029,14.05,-0.39285,7.5453,-4.7285,14.296,28.144,-6.8927,-3.1167,5.4766,2.5621,9.6747,10.942,1.0865,0.77523,-0.011464,4.4613,13.434,14.484,6.2744
58.362,-28.759,3.3329,-11.876,-24.166,-5.3331,-20.491,-11.804,-28.923,-32.369,-12.878,-15.71,-6.2526,27.839,20.453,33.287,32.019,2.7685,10.777,2.3794,4.711,32.449,53.86,19.05,-3.7181,-0.12506,-5.1416,6.4991,7.3741,-0.71087,-1.9092,-0.6154,12.772,11.224,8.6129,11.959
57.625,-30.482,4.9845,-10.688,-23.825,0.25189,-18.536,-12.088,-32.08,-27.652,1.3782,-12.77,-4.1061,9.3186,5.6402,31.53,33.562,1.7734,-13.064,-4.9462,20.595,57.091,41.564,14.237,1.8255,-8.6578,-10.128,-0.12133,-1.4247,-1.1594,-5.853,-3.1971,12.369,-1.1667,-8.177,8.8928
54.505,-25.073,2.8324,-2.8917,-16.643,-7.8136,-23.408,-19.151,-29.252,-21.574,4.3995,-10.167,3.1161,-10.306,-13.16,22.038,15.823,-1.966,-26.314,-4.2297,52.488,47.013,28.501,34.009,5.57,-10.624,-8.8635,-7.1402,-10.734,2.7455,-0.78411,-4.2996,2.8223,-19.076,-19.431,2.9706
62.363,-35.132,2.7141,-6.1657,-20.11,-3.8647,-36.486,-10.935,-19.046,-11.161,1.8051,-10.507,10.346,-17.679,-15.325,16.435,13.004,10.62,-11.113,-5.1358,33.226,1.1807,-0.061776,30.092,1.2866,2.6744,-6.0328,-5.1562,-8.9037,-2.2653,7.9393,-14.11,-12.721,-26.834,-22.005,-2.0453
57.551,-31.587,-2.1122,-3.1185,-18.112,-4.2578,-24.673,-14.495,-9.1957,-17.109,1.1594,0.16375,14.371,-11.784,-13.382,5.1328,-11.37,12.073,5.8804,-19.024,12.507,-34.976,-22.481,25.976,-1.7679,9.9005,-2.0949,-3.2147,-4.6377,-6.9207,5.7882,-16.938,-22.249,-14.954,-21.567,-16.658
61.275,-36.065,-0.20555,-2.3572,-16.589,3.7841,-23.459,-16.984,-25.495,-29.295,2.9674,-2.8896,-3.3008,23.429,-24.413,14.202,2.6399,-16.572,10.535,-68.1,-23.018,-36.086,-42.972,8.0274,-3.3104,6.7976,-1.7952,-5.4343,-8.9005,-11.717,-2.0959,-9.6302,-11.36,7.8764,-14.381,-23.271
